Date,Count
2001,42
2002,21
2003,37
2004,56
2005,90
2006,74
2007,47
2008,70
2009,37
2010,44
2011,48
2012,55
2013,46
2014,38
2015,44
2016,37
2017,26
2018,29
2019,30
2020,3
