Program,State,CD,Facilities,Percent
CAA,OR,,14,4.545454545454546
CWA,OR,,90,2.936378466557912
RCRA,OR,,34,0.8294706025859966
CAA,OR,4,5,5.555555555555555
CWA,OR,4,24,3.4139402560455197
RCRA,OR,4,7,1.0159651669085632
