Date,Sum_District,Sum_State
2010,2127089.2639999995,17121938.016806997
2011,2497941.07,14360198.788134994
2012,2561765.7840000005,15078229.015460996
2013,2417941.39,16962688.434400007
2014,2387106.7600000002,16025306.880406005
2015,2195177.022,16248978.84106
2016,2079932.4239999999,14935754.381579002
2017,2122167.8600000003,14784824.142067997
2018,2084795.328,15634893.587075995
