Year,Violations
2001,44
2002,4
2003,11
2004,3
2005,11
2006,3
2007,6
2008,20
2009,20
2010,25
2011,2
2012,4
2013,1
2014,0
2015,8
2016,19
2017,36
2018,72
2019,189
2020,230
