Program,State,CD,Facilities,Percent
CAA,NC,,75,2.524402558061259
CWA,NC,,977,15.689738236711095
RCRA,NC,,60,0.751503006012024
CAA,NC,4,2,1.6129032258064515
CWA,NC,4,50,12.886597938144329
RCRA,NC,4,4,0.6230529595015576
