YEAR,Total
2001,0
2002,1
2003,0
2004,5
2005,2
2006,32
2007,117
2008,74
2009,112
2010,74
2011,12
2012,21
2013,87
2014,88
2015,52
2016,101
2017,124
2018,142
2019,89
2020,116
