Program,State,CD,Facilities,Percent
CAA,IA,,12,0.2609262883235486
CWA,IA,,1019,57.635746606334834
RCRA,IA,,122,2.412497528178762
CAA,IA,4,7,0.6352087114337568
CWA,IA,4,339,52.63975155279503
RCRA,IA,4,28,1.932367149758454
