YEAR,Total
2001,28
2002,6
2003,4
2004,9
2005,71
2006,36
2007,35
2008,24
2009,2
2010,3
2011,3
2012,7
2013,7
2014,11
2015,17
2016,18
2017,72
2018,224
2019,424
2020,441
