Year,Violations
2001,10
2002,12
2003,28
2004,9
2005,2
2006,5
2007,5
2008,17
2009,22
2010,45
2011,118
2012,46
2013,16
2014,19
2015,44
2016,63
2017,58
2018,100
2019,165
2020,190
