Date,Count
2001,12
2002,8
2003,12
2004,13
2005,6
2006,11
2007,4
2008,15
2009,11
2010,26
2011,27
2012,10
2013,20
2014,20
2015,25
2016,79
2017,92
2018,53
2019,56
2020,15
