Year,Violations
2001,29
2002,59
2003,49
2004,46
2005,80
2006,64
2007,81
2008,126
2009,236
2010,168
2011,116
2012,62
2013,111
2014,109
2015,186
2016,211
2017,234
2018,251
2019,253
2020,268
