YEAR,Total
2001,0
2002,0
2003,0
2004,10
2005,28
2006,42
2007,24
2008,14
2009,15
2010,5
2011,0
2012,0
2013,0
2014,0
2015,10
2016,5
2017,1
2018,19
2019,19
2020,9
