YEAR,Total
2001,111
2002,79
2003,109
2004,72
2005,74
2006,116
2007,155
2008,124
2009,181
2010,299
2011,257
2012,148
2013,85
2014,68
2015,100
2016,100
2017,106
2018,55
2019,80
2020,43
