Year,Violations
2001,518
2002,541
2003,545
2004,556
2005,506
2006,542
2007,753
2008,1321
2009,1322
2010,964
2011,1026
2012,745
2013,708
2014,954
2015,1035
2016,1090
2017,1317
2018,1420
2019,1589
2020,1271
