YEAR,Total
2001,1371
2002,1642
2003,1976
2004,1840
2005,1797
2006,2094
2007,1943
2008,2883
2009,3029
2010,2437
2011,2056
2012,2235
2013,3246
2014,3568
2015,4817
2016,4975
2017,3300
2018,3398
2019,3417
2020,3124
