YEAR,Total
2001,5
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,84
2012,22
2013,47
2014,29
2015,37
2016,13
2017,103
2018,474
2019,1081
2020,1159
