YEAR,Total
2001,124
2002,105
2003,151
2004,165
2005,82
2006,90
2007,300
2008,486
2009,591
2010,519
2011,544
2012,485
2013,499
2014,585
2015,483
2016,564
2017,539
2018,541
2019,593
2020,583
