Date,Amount,Count
2001,10100,8
2002,6300,8
2003,615250,8
2004,0,0
2005,108200,3
2006,101750,4
2007,45375,6
2008,20125,7
2009,51830,12
2010,47150,6
2011,20200,11
2012,18700,7
2013,7750,4
2014,9000,2
2015,10000,2
2016,2250,3
2017,375,1
2018,80500,5
