Year,Violations
2001,823
2002,962
2003,995
2004,928
2005,1035
2006,1268
2007,1260
2008,1201
2009,1362
2010,1286
2011,1415
2012,1526
2013,2081
2014,2511
2015,2583
2016,2230
2017,3116
2018,3424
2019,3620
2020,2924
2021,9
