Date,Count
2001,10
2002,17
2003,16
2004,30
2005,20
2006,11
2007,13
2008,5
2009,10
2010,28
2011,27
2012,20
2013,17
2014,31
2015,23
2016,8
2017,6
2018,7
2019,14
2020,15
