Date,Count
2001,63
2002,52
2003,72
2004,65
2005,79
2006,68
2007,60
2008,60
2009,81
2010,62
2011,52
2012,93
2013,163
2014,204
2015,195
2016,122
2017,192
2018,246
2019,219
2020,172
