Date,Amount,Count
2001,73200.0,21
2002,49425.0,31
2003,0.0,23
2004,0.0,13
2005,0.0,25
2006,29250.0,12
2007,228490.0,23
2008,344451.0,21
2009,521934.0,41
2010,492098.0,51
2011,290000.0,19
2012,204550.0,34
2013,592520.0,37
2014,404051.0,44
2015,624949.0,42
2016,885784.0,49
2017,955111.0,32
2018,10745528.0,38
2019,1505050.0,48
2020,23442700.0,50
