,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
105972,PROCESSES BY MARTIN INC,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000474852,33.92235,-118.22406
176108,COAST PLATING INC,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110040883470,33.88281,-118.2808
15287,U S BORAX INCORPORATED WILMINGTON FACILITY,12,,http://echo.epa.gov/detailed-facility-report?fid=110000476075,33.75687,-118.26559
26644,TESORO WILMINGTON SALES TERMINAL,12,,http://echo.epa.gov/detailed-facility-report?fid=110018955825,33.79148,-118.238163
51662,VENTURA TRANSFR DBA ORR TANK LNS,12,,http://echo.epa.gov/detailed-facility-report?fid=110002638012,33.821659999999994,-118.2314
109321,PHILLIPS 66 LOS ANGELES REFINERY - CARSON PLANT,12,,http://echo.epa.gov/detailed-facility-report?fid=110038102969,33.8048,-118.2431
125771,THE HON CO,12,,http://echo.epa.gov/detailed-facility-report?fid=110000899047,33.9574,-118.22964
127024,V & M AEROSPACE LLC,12,,http://echo.epa.gov/detailed-facility-report?fid=110002632651,33.903859999999995,-118.26529
148323,SAFETY-KLEEN OF CALIFORNIA INC - CARSON,12,,http://echo.epa.gov/detailed-facility-report?fid=110002756214,33.88114,-118.26424
161423,LAUSD/ SAN PEDRO HS,12,,http://echo.epa.gov/detailed-facility-report?fid=110002779244,33.73064,-118.29907
164552,TECHNI-CAST CORP,12,,http://echo.epa.gov/detailed-facility-report?fid=110000475003,33.92551,-118.16929
187276,GSP METAL FINISHING INC,10,,http://echo.epa.gov/detailed-facility-report?fid=110002140246,33.881504,-118.282586
136994,ABLESTIK LABORATORIES,9,,http://echo.epa.gov/detailed-facility-report?fid=110041055666,33.84952,-118.20683
10571,DEMENNO-KERDOON DBA WORLD OIL RECYCLING,6,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000474353,33.910115999999995,-118.221906
8054,ALLOY PROCESSING,2,,http://echo.epa.gov/detailed-facility-report?fid=110021010001,33.87551,-118.24713
55557,NALCO CO,2,,http://echo.epa.gov/detailed-facility-report?fid=110000476137,33.839220000000005,-118.23044
5520,BROWNING FERRIS IND CA,1,,http://echo.epa.gov/detailed-facility-report?fid=110002654208,33.89695,-118.26787
46572,HUCK INTERNATIONAL INC DBA ALCOA FASTENING SYSTEMS & RINGS,1,,http://echo.epa.gov/detailed-facility-report?fid=110000499103,33.82014,-118.25893
79472,C AND R PLATING INCORPORATED,1,,http://echo.epa.gov/detailed-facility-report?fid=110058251984,33.90951,-118.27783
95919,VALMONT COATINGS CALWEST GALVANIZING,1,,http://echo.epa.gov/detailed-facility-report?fid=110000476404,33.839220000000005,-118.23012
