Year,Violations
2001,928
2002,853
2003,1000
2004,1029
2005,972
2006,1045
2007,1395
2008,1770
2009,1835
2010,1695
2011,1920
2012,1585
2013,1368
2014,1453
2015,1395
2016,1455
2017,1536
2018,1903
2019,2133
2020,1875
