Date,Sum_District,Sum_State
2010,16073118.593025,41608625.374024995
2011,17277507.238899995,43624658.75290001
2012,14528133.507563997,41984485.59056395
2013,17336784.488,45168487.76249999
2014,16617457.775999997,44273965.67292202
2015,15737674.814999998,42794191.89579998
2016,12790483.814,37259352.121800005
2017,12419394.851000002,36026692.63720001
2018,12836124.817,37430379.43830001
