Year,Violations
2001,108
2002,121
2003,127
2004,84
2005,97
2006,108
2007,77
2008,65
2009,82
2010,69
2011,111
2012,65
2013,94
2014,60
2015,81
2016,110
2017,144
2018,215
2019,348
2020,689
