YEAR,Total
2001,0
2002,0
2003,0
2004,0
2005,4
2006,15
2007,10
2008,39
2009,6
2010,6
2011,11
2012,10
2013,40
2014,34
2015,35
2016,9
2017,5
2018,14
2019,28
2020,5
