Program,State,CD,Facilities,Percent
CAA,AZ,,5,1.25
CWA,AZ,,84,10.5
RCRA,AZ,,39,0.9215500945179583
CAA,AZ,7,1,1.5384615384615385
CWA,AZ,7,4,10.0
RCRA,AZ,7,14,1.633605600933489
