Date,Count
2001,133
2002,172
2003,179
2004,136
2005,65
2006,110
2007,97
2008,69
2009,166
2010,124
2011,134
2012,84
2013,65
2014,22
2015,29
2016,29
2017,27
2018,30
2019,15
2020,16
