Year,Violations
2001,37
2002,20
2003,36
2004,40
2005,79
2006,93
2007,54
2008,77
2009,52
2010,64
2011,91
2012,77
2013,71
2014,59
2015,84
2016,181
2017,104
2018,115
2019,259
2020,245
