Date,Sum_District,Sum_State
2010,1284518.853033,111358266.98339602
2011,1318209.378,103219764.90904596
2012,1368641.89756,91216156.67815307
2013,1058771.5639999998,89233161.29800011
2014,1347882.306,95641134.02599995
2015,1510874.4280000003,91110201.5699999
2016,1330256.2579999997,91724236.922
2017,1215078.1699999997,84654743.26200004
2018,1547234.83,85376399.21999997
