YEAR,Total
2001,66
2002,109
2003,133
2004,15
2005,39
2006,39
2007,55
2008,166
2009,251
2010,254
2011,215
2012,96
2013,228
2014,210
2015,142
2016,224
2017,450
2018,976
2019,1187
2020,1134
