YEAR,Total
2001,29
2002,30
2003,34
2004,59
2005,142
2006,192
2007,237
2008,100
2009,87
2010,47
2011,54
2012,92
2013,60
2014,88
2015,67
2016,123
2017,131
2018,228
2019,284
2020,258
