Date,Amount,Count
2001,0.0,0
2002,0.0,0
2003,0.0,1
2004,0.0,0
2005,0.0,0
2006,0.0,2
2007,0.0,0
2008,0.0,1
2009,0.0,0
2010,0.0,0
2011,520.0,1
2012,4260.0,4
