YEAR,Total
2001,115
2002,130
2003,124
2004,103
2005,109
2006,95
2007,90
2008,117
2009,170
2010,109
2011,178
2012,196
2013,195
2014,152
2015,129
2016,88
2017,282
2018,700
2019,926
2020,742
