Year,Violations
2001,486
2002,627
2003,906
2004,1263
2005,1295
2006,1516
2007,1467
2008,1656
2009,1887
2010,2106
2011,1943
2012,1971
2013,2222
2014,2346
2015,2575
2016,2990
2017,3548
2018,3651
2019,4046
2020,3454
2021,2
