YEAR,Total
2001,59
2002,195
2003,294
2004,253
2005,296
2006,316
2007,329
2008,225
2009,184
2010,189
2011,141
2012,124
2013,170
2014,154
2015,215
2016,177
2017,135
2018,137
2019,153
2020,159
