Date,Count
2001,160
2002,249
2003,275
2004,231
2005,187
2006,116
2007,157
2008,162
2009,141
2010,116
2011,127
2012,163
2013,152
2014,168
2015,129
2016,131
2017,153
2018,132
2019,169
2020,22
