Year,Violations
2001,23
2002,42
2003,100
2004,207
2005,153
2006,134
2007,182
2008,179
2009,156
2010,134
2011,148
2012,205
2013,165
2014,189
2015,363
2016,216
2017,135
2018,141
2019,146
2020,124
