Date,Amount,Count
2001,35335,16
2002,10160,17
2003,265386,17
2004,0,9
2005,0,7
2006,120000,11
2007,0,1
2008,10000,2
2009,270619,5
2010,25000,1
2011,0,1
2012,0,4
2013,798050,5
2014,0,6
2015,199000,1
2016,0,3
