Program,State,CD,Facilities,Percent
CAA,AR,,34,2.311352821210061
CWA,AR,,867,18.613138686131386
RCRA,AR,,39,1.566265060240964
CAA,AR,2,8,2.73972602739726
CWA,AR,2,167,16.98880976602238
RCRA,AR,2,6,0.974025974025974
