Year,Violations
2001,527
2002,507
2003,1125
2004,1241
2005,1639
2006,1583
2007,1685
2008,1805
2009,2134
2010,1809
2011,2767
2012,3067
2013,2877
2014,2946
2015,1367
2016,1305
2017,1439
2018,1580
2019,2185
2020,1793
2021,2
