Year,Violations
2001,70
2002,103
2003,95
2004,105
2005,212
2006,257
2007,330
2008,234
2009,206
2010,295
2011,291
2012,383
2013,309
2014,283
2015,487
2016,552
2017,450
2018,506
2019,439
2020,385
