Date,Count
2001,155
2002,25
2003,62
2004,30
2005,88
2006,117
2007,22
2008,29
2009,47
2010,48
2011,30
2012,23
2013,52
2014,31
2015,47
2016,46
2017,154
2018,137
2019,78
2020,37
