Year,Violations
2001,303
2002,180
2003,142
2004,38
2005,42
2006,11
2007,34
2008,71
2009,152
2010,171
2011,82
2012,70
2013,133
2014,66
2015,35
2016,223
2017,350
2018,918
2019,914
2020,1078
