Date,Count
2001,330
2002,119
2003,195
2004,161
2005,230
2006,366
2007,309
2008,219
2009,235
2010,431
2011,291
2012,319
2013,331
2014,376
2015,354
2016,397
2017,463
2018,475
2019,388
2020,244
