YEAR,Total
2001,15
2002,25
2003,14
2004,11
2005,2
2006,1
2007,8
2008,3
2009,1
2010,2
2011,0
2012,5
2013,3
2014,6
2015,3
2016,14
2017,14
2018,104
2019,168
2020,171
