Year,Violations
2001,363
2002,314
2003,407
2004,340
2005,208
2006,147
2007,178
2008,292
2009,251
2010,270
2011,261
2012,191
2013,210
2014,230
2015,176
2016,183
2017,284
2018,342
2019,450
2020,498
