Program,State,CD,Facilities,Percent
CAA,CO,,54,0.27760641579272055
CWA,CO,,1834,20.33259423503326
RCRA,CO,,51,0.8561356387443344
CAA,CO,2,2,0.2607561929595828
CWA,CO,2,283,20.91648189209165
RCRA,CO,2,3,0.40214477211796246
