Year,Violations
2001,514
2002,642
2003,738
2004,807
2005,971
2006,1254
2007,1182
2008,1084
2009,1206
2010,1089
2011,1071
2012,1449
2013,1847
2014,1997
2015,1778
2016,1899
2017,2068
2018,2204
2019,2196
2020,1639
