Year,Violations
2001,74
2002,56
2003,76
2004,77
2005,120
2006,118
2007,91
2008,47
2009,110
2010,122
2011,101
2012,77
2013,52
2014,102
2015,107
2016,74
2017,155
2018,538
2019,1409
2020,1435
