Year,Violations
2001,23
2002,35
2003,46
2004,139
2005,220
2006,306
2007,269
2008,317
2009,285
2010,231
2011,235
2012,279
2013,323
2014,403
2015,705
2016,634
2017,588
2018,632
2019,880
2020,720
