YEAR,Total
2001,69
2002,51
2003,92
2004,55
2005,55
2006,50
2007,65
2008,44
2009,31
2010,17
2011,34
2012,37
2013,46
2014,33
2015,39
2016,41
2017,150
2018,364
2019,425
2020,365
