Date,Count
2001,95
2002,90
2003,80
2004,108
2005,111
2006,177
2007,167
2008,109
2009,124
2010,94
2011,216
2012,257
2013,263
2014,307
2015,258
2016,278
2017,325
2018,311
2019,342
2020,252
