Date,Count
2001,330
2002,332
2003,394
2004,377
2005,395
2006,424
2007,403
2008,402
2009,279
2010,247
2011,267
2012,247
2013,227
2014,234
2015,214
2016,201
2017,214
2018,179
2019,298
2020,399
