Year,Violations
2001,12
2002,12
2003,12
2004,12
2005,42
2006,58
2007,142
2008,174
2009,100
2010,69
2011,23
2012,57
2013,111
2014,159
2015,150
2016,131
2017,128
2018,180
2019,246
2020,223
