Date,Sum_District,Sum_State
2010,1332876.3419500003,87757498.64139996
2011,1507102.7389979993,79154773.558748
2012,1759114.952003,75011695.37232804
2013,1517298.9379999996,73508821.01799998
2014,1553378.7180000003,74781312.38975802
2015,1564778.9519999996,70082338.34497
2016,2210544.094,69807699.94212203
2017,2052031.1520000002,65726486.58469805
2018,2240140.71,66412433.665698
