Date,Sum_District,Sum_State
2010,21932906.927999996,48985248.518277004
2011,23025043.407999992,49192001.941215016
2012,20338062.981999997,45567638.110338
2013,22144353.104000013,46808183.96000002
2014,19647081.959999997,46034522.62799998
2015,19227268.05799999,41287022.660000026
2016,17877118.852000006,40128370.42199998
2017,17764846.596,36008227.71000002
2018,17544516.473999985,37629278.76399998
