Year,Violations
2001,1
2002,0
2003,0
2004,5
2005,12
2006,8
2007,24
2008,18
2009,43
2010,86
2011,77
2012,102
2013,280
2014,359
2015,360
2016,399
2017,323
2018,400
2019,497
2020,324
