Date,Count
2001,39
2002,83
2003,104
2004,205
2005,143
2006,134
2007,72
2008,123
2009,72
2010,64
2011,58
2012,114
2013,74
2014,75
2015,73
2016,59
2017,88
2018,99
2019,73
2020,3
