Program,State,CD,Facilities,Percent
CAA,WI,,30,3.7783375314861463
CWA,WI,,409,29.31899641577061
RCRA,WI,,136,1.0116036893781613
CAA,WI,7,8,5.88235294117647
CWA,WI,7,94,33.215547703180206
RCRA,WI,7,10,0.48379293662312534
