Date,Count
2001,5
2002,10
2003,7
2004,7
2005,8
2006,4
2007,10
2008,10
2009,3
2010,9
2011,6
2012,9
2013,6
2014,15
2015,19
2016,25
2017,21
2018,27
2019,6
2020,4
