Date,Count
2001,8
2002,31
2003,24
2004,35
2005,61
2006,40
2007,71
2008,78
2009,64
2010,63
2011,53
2012,99
2013,64
2014,77
2015,57
2016,75
2017,100
2018,102
2019,76
2020,21
