Program,State,CD,Facilities,Percent
CAA,NE,,7,0.16851227732306212
CWA,NE,,334,27.856547122602173
RCRA,NE,,41,1.8911439114391144
CAA,NE,2,0,0.0
CWA,NE,2,17,30.357142857142854
RCRA,NE,2,9,1.4492753623188406
